10.222.131.170,[12/Nov/2020:22:12:43 +0100] ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36,No URL in log file
10.222.131.170,[12/Nov/2020:22:12:47 +0100] ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36,No URL in log file
10.222.131.170,[12/Nov/2020:22:13:29 +0100] ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36,No URL in log file
10.222.131.170,[12/Nov/2020:22:13:29 +0100] ,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_oversees.php
10.81.159.225,[12/Nov/2020:22:17:53 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,No URL in log file
10.81.159.225,[12/Nov/2020:22:23:06 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_event.html
10.81.159.225,[12/Nov/2020:22:23:08 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_result_event.php
10.81.159.225,[12/Nov/2020:22:23:14 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_event.html
10.81.159.225,[12/Nov/2020:22:23:20 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_form_event.html
10.81.159.225,[12/Nov/2020:22:23:21 +0100] ,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15,http://clabsql.clamv.jacobs-university.de/~nibragimov/uni_gym_booking/project/search_result_event.php
